candidate_id,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,q_abs,native_charge_axis,spin_or_hand_class,closure_status,stability_status,M_native,surface_sign,surface_depth,surface_packet_address,S_debit_or_credit,M_observed_candidate,qA_source_support,tensor_carrier_support,retained_write_support,matter_row_allowed,latest_matter_row_allowed,promotion_status,latest_promotion_status,latest_boundary_subtype,latest_override_source,vault_identity,known_identity_label,identity_assignment_role,known_label_used_as_construction_input,matter_gate_reason,complement_role,in_matter_table,periodic_layer_relation,numeric_duplicate_class
QP093A-0112,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,positive,4,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,864.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=4,2.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,862.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,885.9444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444446,110.7430555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,775.201388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0112|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=4|d=2|q=positive:4,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0113,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,negative,6,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1080.00,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=6,-3.750,1083.750,1128.906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,141.113281250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,987.792968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0113|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=6|d=2|q=negative:6,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0114,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,positive,6,conjugate_axis,fermion_half_write,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1296.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=6,4.50,1291.50,1345.312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,168.164062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1177.148437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,,QP093A,QP093A-0114|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=6|d=2|q=positive:6,,native_identity_no_external_label,no,REJECT_BIN_antimatter_conjugate_rows,ANTIMATTER_CONJUGATE_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0116,bound_composite_rows,color_triad[1+1+2],OCTET_COMPOSITE,three_owner_color_closure,1+1+2,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,216,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.02864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,215.9713541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,218.9709563078703703703703703703703703703703703703703703703703703703703703703703703703703703703703704,27.3713695384837962962962962962962962962962962962962962962962962962962962962962962962962962962962963,191.5995867693865740740740740740740740740740740740740740740740740740740740740740740740740740740740741,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0116|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+2|d=3|q=positive:2,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0117,bound_composite_rows,color_triad[1+1+3],OCTET_COMPOSITE,three_owner_color_closure,1+1+3,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,396,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.2434895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,395.7565104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,395.7565104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,49.46956380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,346.2869466145833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0117|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+3|d=3|q=neutral:0,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0119,bound_composite_rows,color_triad[1+1+6],OCTET_COMPOSITE,three_owner_color_closure,1+1+6,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1368,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.8411458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1367.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1367.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,170.8948567708333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1196.263997395833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0119|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+6|d=3|q=neutral:0,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0120,bound_composite_rows,color_triad[1+1+8],OCTET_COMPOSITE,three_owner_color_closure,1+1+8,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2376,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.3151041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2375.684895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2408.680519386574074074074074074074074074074074074074074074074074074074074074074074074074074074074074,301.0850649233217592592592592592592592592592592592592592592592592592592592592592592592592592592592592,2107.595454463252314814814814814814814814814814814814814814814814814814814814814814814814814814814815,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0120|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+8|d=3|q=positive:2,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0121,bound_composite_rows,color_triad[1+1+9],OCTET_COMPOSITE,three_owner_color_closure,1+1+9,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2988,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,1.837239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,373.2703450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2612.892415364583333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0121|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+9|d=3|q=neutral:0,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0122,bound_composite_rows,color_triad[1+1+12],OCTET_COMPOSITE,three_owner_color_closure,1+1+12,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5256,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,3.231770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,656.5960286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,4596.172200520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0122|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+12|d=3|q=neutral:0,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0123,bound_composite_rows,color_triad[1+2+2],OCTET_COMPOSITE,three_owner_color_closure,1+2+2,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,324,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.02734374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,323.9726562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,326.2224663628472222222222222222222222222222222222222222222222222222222222222222222222222222222222221,40.77780829535590277777777777777777777777777777777777777777777777777777777777777777777777777777777776,285.4446580674913194444444444444444444444444444444444444444444444444444444444444444444444444444444444,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0123|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+2+2|d=3|q=positive:1,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0125,bound_composite_rows,color_triad[1+2+4],OCTET_COMPOSITE,three_owner_color_closure,1+2+4,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,756,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.46484375,755.53515625,755.53515625,94.44189453125,661.09326171875,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0125|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+2+4|d=3|q=neutral:0,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0127,bound_composite_rows,color_triad[1+2+8],OCTET_COMPOSITE,three_owner_color_closure,1+2+8,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2484,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.2096354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2483.790364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2501.038908781828703703703703703703703703703703703703703703703703703703703703703703703703703703703702,312.6298635977285879629629629629629629629629629629629629629629629629629629629629629629629629629629628,2188.409045184100115740740740740740740740740740740740740740740740740740740740740740740740740740740739,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0127|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+2+8|d=3|q=positive:1,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0128,bound_composite_rows,color_triad[1+2+9],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+9,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3096,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-1032.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4128.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4156.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,519.5833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,3637.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0128|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=1+2+9|d=0|q=negative:1,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0129,bound_composite_rows,color_triad[1+2+12],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+12,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5364,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-1788.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7152.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7201.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,900.2083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333329,6301.45833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0129|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=1+2+12|d=0|q=negative:1,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0130,bound_composite_rows,color_triad[1+3+3],OCTET_COMPOSITE,three_owner_color_closure,1+3+3,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,684,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.09071180555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,684.0907118055555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,693.5919716917438271604938271604938271604938271604938271604938271604938271604938271604938271604938273,86.69899646146797839506172839506172839506172839506172839506172839506172839506172839506172839506172841,606.8929752302758487654320987654320987654320987654320987654320987654320987654320987654320987654320989,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0130|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+3+3|d=3|q=negative:2,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0131,bound_composite_rows,color_triad[1+3+4],OCTET_COMPOSITE,three_owner_color_closure,1+3+4,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,936,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.07899305555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555554,936.0789930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,942.5795416184413580246913580246913580246913580246913580246913580246913580246913580246913580246913577,117.8224427023051697530864197530864197530864197530864197530864197530864197530864197530864197530864197,824.757098916136188271604938271604938271604938271604938271604938271604938271604938271604938271604938,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0131|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+3+4|d=3|q=negative:1,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0132,bound_composite_rows,color_triad[1+3+6],OCTET_COMPOSITE,three_owner_color_closure,1+3+6,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1656,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.2196180555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,1656.219618055555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,1679.222668306327160493827160493827160493827160493827160493827160493827160493827160493827160493827161,209.9028335382908950617283950617283950617283950617283950617283950617283950617283950617283950617283951,1469.319834768036265432098765432098765432098765432098765432098765432098765432098765432098765432098766,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0132|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+3+6|d=3|q=negative:2,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0133,bound_composite_rows,color_triad[1+3+8],GROUND_BARYON_3BODY,three_owner_color_closure,1+3+8,0,neutral,0,triadic_charge_axis,fermion_baryon_half_write,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECTED_FAKE_CLOSURE,2664,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=0,3330.00,-666.00,0,0,0,no,no,REJECTED_NEGATIVE_SURFACE,REJECTED_NEGATIVE_SURFACE,,QP093A,QP093A-0133|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=1+3+8|d=0|q=neutral:0,,native_identity_no_external_label,no,REJECT_NOT_MATTER_ALLOWED,NEGATIVE_SURFACE_COLOR_CLOSURE,no,separate_element_family_layer,none
QP093A-0134,bound_composite_rows,color_triad[1+3+9],OCTET_COMPOSITE,three_owner_color_closure,1+3+9,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3276,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.4344618055555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,3276.434461805555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,3321.940495997299382716049382716049382716049382716049382716049382716049382716049382716049382716049384,415.242561999662422839506172839506172839506172839506172839506172839506172839506172839506172839506173,2906.697933997636959876543209876543209876543209876543209876543209876543209876543209876543209876543211,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0134|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+3+9|d=3|q=negative:2,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0135,bound_composite_rows,color_triad[1+3+12],OCTET_COMPOSITE,three_owner_color_closure,1+3+12,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5544,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.7352430555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,5544.735243055555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,5621.745454764660493827160493827160493827160493827160493827160493827160493827160493827160493827160495,702.7181818455825617283950617283950617283950617283950617283950617283950617283950617283950617283950619,4919.027272919077932098765432098765432098765432098765432098765432098765432098765432098765432098765432,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0135|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+3+12|d=3|q=negative:2,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0137,bound_composite_rows,color_triad[1+4+6],OCTET_COMPOSITE,three_owner_color_closure,1+4+6,3,negative,3,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1908,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=3,-0.3450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1908.345052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1948.102240668402777777777777777777777777777777777777777777777777777777777777777777777777777777777777,243.5127800835503472222222222222222222222222222222222222222222222222222222222222222222222222222222221,1704.589460584852430555555555555555555555555555555555555555555555555555555555555555555555555555555555,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0137|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+4+6|d=3|q=negative:3,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0138,bound_composite_rows,color_triad[1+4+8],OCTET_COMPOSITE,three_owner_color_closure,1+4+8,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2916,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.2460937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2916.246093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2936.497802734374999999999999999999999999999999999999999999999999999999999999999999999999999999999999,367.0622253417968749999999999999999999999999999999999999999999999999999999999999999999999999999999999,2569.435577392578124999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0138|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+4+8|d=3|q=negative:1,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0139,bound_composite_rows,color_triad[1+4+9],OCTET_COMPOSITE,three_owner_color_closure,1+4+9,3,negative,3,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3528,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=3,-0.6380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,3528.638020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3602.151312934027777777777777777777777777777777777777777777777777777777777777777777777777777777777776,450.268914116753472222222222222222222222222222222222222222222222222222222222222222222222222222222222,3151.882398817274305555555555555555555555555555555555555555555555555555555555555555555555555555555554,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0139|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+4+9|d=3|q=negative:3,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0140,bound_composite_rows,color_triad[1+4+12],OCTET_COMPOSITE,three_owner_color_closure,1+4+12,3,negative,3,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5796,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=3,-1.048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5797.048177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5917.820014105902777777777777777777777777777777777777777777777777777777777777777777777777777777777776,739.727501763237847222222222222222222222222222222222222222222222222222222222222222222222222222222222,5178.092512342664930555555555555555555555555555555555555555555555555555555555555555555555555555555554,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0140|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+4+12|d=3|q=negative:3,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
QP093A-0141,bound_composite_rows,color_triad[1+6+6],OCTET_COMPOSITE,three_owner_color_closure,1+6+6,3,negative,5,triadic_charge_axis,fermion_baryon_half_write,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2628,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=5,-0.7287326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888,2628.728732638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,2720.004035855516975308641975308641975308641975308641975308641975308641975308641975308641975308641975,340.0005044819396219135802469135802469135802469135802469135802469135802469135802469135802469135802469,2380.003531373577353395061728395061728395061728395061728395061728395061728395061728395061728395061728,yes,yes,BOUND_MATTER_ROW_ALLOWED,BOUND_MATTER_ROW_ALLOWED,,QP093A,QP093A-0141|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+6+6|d=3|q=negative:5,,native_identity_no_external_label,no,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,HEAVY_COLOR_BOUND_COMPLEMENT,no,separate_element_family_layer,none
