graph_id,edge_id,node_u,node_v,edge_type,source_provenance,physical_interaction_claim
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_HYDRATION_02,SP05_EV02_TET4_EVEN_CONTROL_FRAME,SP05_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_HYDRATION_03,SP05_EV02_TET4_EVEN_CONTROL_FRAME,SP05_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV02_TET4_EVEN_CONTROL,SP05_EV02_TET4_EVEN_CONTROL_HYDRATION_04,SP05_EV02_TET4_EVEN_CONTROL_FRAME,SP05_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_MEMBER_Ca1,SP05_EV03_TET4_ODD_CONTROL_FRAME,SP05_EV03_TET4_ODD_CONTROL_CORE_Ca1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_HYDRATION_01,SP05_EV03_TET4_ODD_CONTROL_FRAME,SP05_EV03_TET4_ODD_CONTROL_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_HYDRATION_02,SP05_EV03_TET4_ODD_CONTROL_FRAME,SP05_EV03_TET4_ODD_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_HYDRATION_03,SP05_EV03_TET4_ODD_CONTROL_FRAME,SP05_EV03_TET4_ODD_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV03_TET4_ODD_CONTROL,SP05_EV03_TET4_ODD_CONTROL_HYDRATION_04,SP05_EV03_TET4_ODD_CONTROL_FRAME,SP05_EV03_TET4_ODD_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP05_EV04_CORE_ONLY_CONTROL,SP05_EV04_CORE_ONLY_CONTROL_MEMBER_Ca1,SP05_EV04_CORE_ONLY_CONTROL_FRAME,SP05_EV04_CORE_ONLY_CONTROL_CORE_Ca1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_MEMBER_Cl1,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_CORE_Cl1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_HYDRATION_01,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_HYDRATION_02,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_HYDRATION_03,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_HYDRATION_04,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_HYDRATION_05,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_W05,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_HYDRATION_06,SP06_EV01_OCT6_PRIMARY_FRAME,SP06_EV01_OCT6_PRIMARY_W06,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_MEMBER_Cl1,SP06_EV02_TET4_EVEN_CONTROL_FRAME,SP06_EV02_TET4_EVEN_CONTROL_CORE_Cl1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_HYDRATION_01,SP06_EV02_TET4_EVEN_CONTROL_FRAME,SP06_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_HYDRATION_02,SP06_EV02_TET4_EVEN_CONTROL_FRAME,SP06_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_HYDRATION_03,SP06_EV02_TET4_EVEN_CONTROL_FRAME,SP06_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_HYDRATION_04,SP06_EV02_TET4_EVEN_CONTROL_FRAME,SP06_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_MEMBER_Cl1,SP06_EV03_TET4_ODD_CONTROL_FRAME,SP06_EV03_TET4_ODD_CONTROL_CORE_Cl1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_HYDRATION_01,SP06_EV03_TET4_ODD_CONTROL_FRAME,SP06_EV03_TET4_ODD_CONTROL_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_HYDRATION_02,SP06_EV03_TET4_ODD_CONTROL_FRAME,SP06_EV03_TET4_ODD_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_HYDRATION_03,SP06_EV03_TET4_ODD_CONTROL_FRAME,SP06_EV03_TET4_ODD_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_HYDRATION_04,SP06_EV03_TET4_ODD_CONTROL_FRAME,SP06_EV03_TET4_ODD_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP06_EV04_CORE_ONLY_CONTROL,SP06_EV04_CORE_ONLY_CONTROL_MEMBER_Cl1,SP06_EV04_CORE_ONLY_CONTROL_FRAME,SP06_EV04_CORE_ONLY_CONTROL_CORE_Cl1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_MEMBER_O1,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_MEMBER_O2,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_MEMBER_O3,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_MEMBER_O4,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_CORE_O4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_MEMBER_S1,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_CORE_S1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_B01,SP07_EV01_OCT6_PRIMARY_CORE_S1,SP07_EV01_OCT6_PRIMARY_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_B02,SP07_EV01_OCT6_PRIMARY_CORE_S1,SP07_EV01_OCT6_PRIMARY_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_B03,SP07_EV01_OCT6_PRIMARY_CORE_S1,SP07_EV01_OCT6_PRIMARY_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_B04,SP07_EV01_OCT6_PRIMARY_CORE_S1,SP07_EV01_OCT6_PRIMARY_CORE_O4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_HYDRATION_01,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_HYDRATION_02,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_HYDRATION_03,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_HYDRATION_04,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_HYDRATION_05,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_W05,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_HYDRATION_06,SP07_EV01_OCT6_PRIMARY_FRAME,SP07_EV01_OCT6_PRIMARY_W06,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_MEMBER_O1,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_MEMBER_O2,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_MEMBER_O3,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_MEMBER_O4,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_CORE_O4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_MEMBER_S1,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_CORE_S1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_B01,SP07_EV02_TET4_EVEN_CONTROL_CORE_S1,SP07_EV02_TET4_EVEN_CONTROL_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_B02,SP07_EV02_TET4_EVEN_CONTROL_CORE_S1,SP07_EV02_TET4_EVEN_CONTROL_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_B03,SP07_EV02_TET4_EVEN_CONTROL_CORE_S1,SP07_EV02_TET4_EVEN_CONTROL_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_B04,SP07_EV02_TET4_EVEN_CONTROL_CORE_S1,SP07_EV02_TET4_EVEN_CONTROL_CORE_O4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_HYDRATION_01,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_HYDRATION_02,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_HYDRATION_03,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_HYDRATION_04,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SP07_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_MEMBER_O1,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_MEMBER_O2,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_MEMBER_O3,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_MEMBER_O4,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_CORE_O4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_MEMBER_S1,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_CORE_S1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_B01,SP07_EV03_TET4_ODD_CONTROL_CORE_S1,SP07_EV03_TET4_ODD_CONTROL_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_B02,SP07_EV03_TET4_ODD_CONTROL_CORE_S1,SP07_EV03_TET4_ODD_CONTROL_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_B03,SP07_EV03_TET4_ODD_CONTROL_CORE_S1,SP07_EV03_TET4_ODD_CONTROL_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_B04,SP07_EV03_TET4_ODD_CONTROL_CORE_S1,SP07_EV03_TET4_ODD_CONTROL_CORE_O4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_HYDRATION_01,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_HYDRATION_02,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_HYDRATION_03,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_HYDRATION_04,SP07_EV03_TET4_ODD_CONTROL_FRAME,SP07_EV03_TET4_ODD_CONTROL_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U tetrahedral realization not globally excluded,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_MEMBER_O1,SP07_EV04_CORE_ONLY_CONTROL_FRAME,SP07_EV04_CORE_ONLY_CONTROL_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_MEMBER_O2,SP07_EV04_CORE_ONLY_CONTROL_FRAME,SP07_EV04_CORE_ONLY_CONTROL_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_MEMBER_O3,SP07_EV04_CORE_ONLY_CONTROL_FRAME,SP07_EV04_CORE_ONLY_CONTROL_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_MEMBER_O4,SP07_EV04_CORE_ONLY_CONTROL_FRAME,SP07_EV04_CORE_ONLY_CONTROL_CORE_O4,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_MEMBER_S1,SP07_EV04_CORE_ONLY_CONTROL_FRAME,SP07_EV04_CORE_ONLY_CONTROL_CORE_S1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_B01,SP07_EV04_CORE_ONLY_CONTROL_CORE_S1,SP07_EV04_CORE_ONLY_CONTROL_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_B02,SP07_EV04_CORE_ONLY_CONTROL_CORE_S1,SP07_EV04_CORE_ONLY_CONTROL_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_B03,SP07_EV04_CORE_ONLY_CONTROL_CORE_S1,SP07_EV04_CORE_ONLY_CONTROL_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_B04,SP07_EV04_CORE_ONLY_CONTROL_CORE_S1,SP07_EV04_CORE_ONLY_CONTROL_CORE_O4,DECLARED_CONNECTIVITY_NO_BOND_ORDER,SO4^2- formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_B1,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_B1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_H1,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_H1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_H2,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_H2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_H3,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_H3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_O1,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_O1,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_O2,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_O2,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_MEMBER_O3,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_CORE_O3,FRAME_MEMBERSHIP,CR286 common graph construction,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B01,SP08_EV01_OCT6_PRIMARY_CORE_B1,SP08_EV01_OCT6_PRIMARY_CORE_O1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)3 formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B02,SP08_EV01_OCT6_PRIMARY_CORE_B1,SP08_EV01_OCT6_PRIMARY_CORE_O2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)3 formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B03,SP08_EV01_OCT6_PRIMARY_CORE_B1,SP08_EV01_OCT6_PRIMARY_CORE_O3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)3 formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B04,SP08_EV01_OCT6_PRIMARY_CORE_O1,SP08_EV01_OCT6_PRIMARY_CORE_H1,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)3 formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B05,SP08_EV01_OCT6_PRIMARY_CORE_O2,SP08_EV01_OCT6_PRIMARY_CORE_H2,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)3 formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B06,SP08_EV01_OCT6_PRIMARY_CORE_O3,SP08_EV01_OCT6_PRIMARY_CORE_H3,DECLARED_CONNECTIVITY_NO_BOND_ORDER,B(OH)3 formula connectivity,connectivity_only_no_order_or_energy
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_HYDRATION_01,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_W01,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_HYDRATION_02,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_W02,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_HYDRATION_03,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_W03,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_HYDRATION_04,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_W04,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_HYDRATION_05,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_W05,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_HYDRATION_06,SP08_EV01_OCT6_PRIMARY_FRAME,SP08_EV01_OCT6_PRIMARY_W06,HYDRATION_SUPPORT_CANDIDATE,CR120U six signed-axis vertices,false
