candidate_id,bin,route_class,partition,depth,sign,q_abs,operator_class,closure_status,M_native,qA_source_support,category,pdg_anchor,sam_role,sub_role,sealed_cr_reference,notes
QP093A-0081,antimatter_conjugate_rows,conjugate_single_write,6,0,negative,6,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,7.50,11.71875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=6, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0082,antimatter_conjugate_rows,conjugate_single_write,6,0,positive,6,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,9.0,4.687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=6, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0083,antimatter_conjugate_rows,conjugate_single_write,8,0,negative,8,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,10.00,17.59259259259259259259259259259259259259259259259259259259259259259259259259259259259259259259259260,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=8, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0084,antimatter_conjugate_rows,conjugate_single_write,8,0,positive,8,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,12.0,4.222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222224,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=8, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0085,antimatter_conjugate_rows,conjugate_single_write,9,0,negative,9,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,11.25,20.91796875,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=9, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0086,antimatter_conjugate_rows,conjugate_single_write,9,0,positive,9,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,13.5,3.5859375,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=9, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0087,antimatter_conjugate_rows,conjugate_single_write,12,0,negative,12,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,15.00,32.49999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=12, d=0, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0088,antimatter_conjugate_rows,conjugate_single_write,12,0,positive,12,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,18.0,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,SAM_ORPHAN,,hard_zero_falsifier,substrate-forbidden antiparticle at bow fixed point,CR256,qA=0 exactly; K1 falsifier
QP093A-0089,antimatter_conjugate_rows,conjugate_single_write,1,1,negative,1,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,15.00,15.20905671296296296296296296296296296296296296296296296296296296296296296296296296296296296296296296,SAM_ORPHAN,,positron_substrate_slot_conjugate,antimatter conjugate of positron_substrate_slot at d=1,Vol II.1 §10.5 + CR256,"matter partner is a substrate slot, not physical positron; this row is not the physical electron"
QP093A-0090,antimatter_conjugate_rows,conjugate_single_write,1,1,positive,1,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,18.0,17.99913194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,PDG_CANDIDATE,μ⁺ candidate,antimuon proper (A-op conjugate of μ⁻ slot),second-generation charged antilepton,Vol II.1 §10.5 + CR256,physical antimuon under CR256 A-operator
QP093A-0091,antimatter_conjugate_rows,conjugate_single_write,2,1,negative,2,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,30.00,30.83912037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037038,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=2, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0092,antimatter_conjugate_rows,conjugate_single_write,2,1,positive,2,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,36.0,35.99305555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=2, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0093,antimatter_conjugate_rows,conjugate_single_write,3,1,negative,3,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,45.00,46.89453124999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=3, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0094,antimatter_conjugate_rows,conjugate_single_write,3,1,positive,3,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,54.0,53.97656249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=3, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0095,antimatter_conjugate_rows,conjugate_single_write,4,1,negative,4,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,60.00,63.37962962962962962962962962962962962962962962962962962962962962962962962962962962962962962962962965,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=4, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0096,antimatter_conjugate_rows,conjugate_single_write,4,1,positive,4,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,72.0,71.94444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444446,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=4, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0097,antimatter_conjugate_rows,conjugate_single_write,6,1,negative,6,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,90.00,97.65625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=6, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0098,antimatter_conjugate_rows,conjugate_single_write,6,1,positive,6,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,108.0,107.8125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=6, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0099,antimatter_conjugate_rows,conjugate_single_write,8,1,negative,8,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,120.00,133.7037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037038,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=8, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0100,antimatter_conjugate_rows,conjugate_single_write,8,1,positive,8,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,144.0,143.5555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=8, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0101,antimatter_conjugate_rows,conjugate_single_write,9,1,negative,9,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,135.00,152.40234375,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=9, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0102,antimatter_conjugate_rows,conjugate_single_write,9,1,positive,9,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,162.0,161.3671875,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=9, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0103,antimatter_conjugate_rows,conjugate_single_write,12,1,negative,12,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,180.00,211.2499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=12, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0104,antimatter_conjugate_rows,conjugate_single_write,12,1,positive,12,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,216.0,214.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=12, d=1, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0105,antimatter_conjugate_rows,conjugate_single_write,1,2,negative,1,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,180.00,181.3548900462962962962962962962962962962962962962962962962962962962962962962962962962962962962962962,SAM_ORPHAN,,positron_substrate_slot_conjugate,antimatter conjugate of positron_substrate_slot at d=2,Vol II.1 §10.5 + CR256,"matter partner is a substrate slot, not physical positron; this row is not the physical electron"
QP093A-0106,antimatter_conjugate_rows,conjugate_single_write,1,2,positive,1,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,216.0,217.3741319444444444444444444444444444444444444444444444444444444444444444444444444444444444444444443,PDG_CANDIDATE,τ⁺ candidate,antitau proper (A-op conjugate of τ⁻ slot),third-generation charged antilepton,Vol II.1 §9.4 + CR256,physical antitau under CR256 A-operator (d=2 extension)
QP093A-0107,antimatter_conjugate_rows,conjugate_single_write,2,2,negative,2,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,360.00,365.4224537037037037037037037037037037037037037037037037037037037037037037037037037037037037037037038,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=2, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0108,antimatter_conjugate_rows,conjugate_single_write,2,2,positive,2,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,432.0,437.4930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=2, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0109,antimatter_conjugate_rows,conjugate_single_write,3,2,negative,3,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,540.00,552.2070312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=3, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0110,antimatter_conjugate_rows,conjugate_single_write,3,2,positive,3,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,648.0,660.3515624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=3, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0111,antimatter_conjugate_rows,conjugate_single_write,4,2,negative,4,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,720.00,741.7129629629629629629629629629629629629629629629629629629629629629629629629629629629629629629629632,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=4, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0112,antimatter_conjugate_rows,conjugate_single_write,4,2,positive,4,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,864.0,885.9444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444446,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=4, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0113,antimatter_conjugate_rows,conjugate_single_write,6,2,negative,6,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,1080.00,1128.906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=6, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0114,antimatter_conjugate_rows,conjugate_single_write,6,2,positive,6,V4_1_SINGLE_WRITE,CLOSED_CONJUGATE_WRITE,1296.0,1345.312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,SAM_ORPHAN,,quark_like_charged,"substrate quark slot p=6, d=2, antimatter",Vol II.1 §10.5 + CR254/CR256,individual quark PDG mapping deferred to downstream CR
QP093A-0115,bound_composite_rows,three_owner_color_closure,1+1+1,0,positive,1,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,108,72.49999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0116,bound_composite_rows,three_owner_color_closure,1+1+2,3,positive,2,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,216,218.9709563078703703703703703703703703703703703703703703703703703703703703703703703703703703703703704,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0117,bound_composite_rows,three_owner_color_closure,1+1+3,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,396,395.7565104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0118,bound_composite_rows,three_owner_color_closure,1+1+4,0,positive,1,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,648,434.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0119,bound_composite_rows,three_owner_color_closure,1+1+6,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,1368,1367.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0120,bound_composite_rows,three_owner_color_closure,1+1+8,3,positive,2,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,2376,2408.680519386574074074074074074074074074074074074074074074074074074074074074074074074074074074074074,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0121,bound_composite_rows,three_owner_color_closure,1+1+9,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,2988,2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0122,bound_composite_rows,three_owner_color_closure,1+1+12,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,5256,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0123,bound_composite_rows,three_owner_color_closure,1+2+2,3,positive,1,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,324,326.2224663628472222222222222222222222222222222222222222222222222222222222222222222222222222222222221,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0124,bound_composite_rows,three_owner_color_closure,1+2+3,0,negative,1,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,504,676.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0125,bound_composite_rows,three_owner_color_closure,1+2+4,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,756,755.53515625,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0126,bound_composite_rows,three_owner_color_closure,1+2+6,0,negative,1,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,1476,1981.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0127,bound_composite_rows,three_owner_color_closure,1+2+8,3,positive,1,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,2484,2501.038908781828703703703703703703703703703703703703703703703703703703703703703703703703703703703702,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0128,bound_composite_rows,three_owner_color_closure,1+2+9,0,negative,1,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,3096,4156.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0129,bound_composite_rows,three_owner_color_closure,1+2+12,0,negative,1,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,5364,7201.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0130,bound_composite_rows,three_owner_color_closure,1+3+3,3,negative,2,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,684,693.5919716917438271604938271604938271604938271604938271604938271604938271604938271604938271604938273,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0131,bound_composite_rows,three_owner_color_closure,1+3+4,3,negative,1,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,936,942.5795416184413580246913580246913580246913580246913580246913580246913580246913580246913580246913577,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0132,bound_composite_rows,three_owner_color_closure,1+3+6,3,negative,2,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,1656,1679.222668306327160493827160493827160493827160493827160493827160493827160493827160493827160493827161,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0133,bound_composite_rows,three_owner_color_closure,1+3+8,0,neutral,0,GROUND_BARYON_3BODY,REJECT_NEGATIVE_OBSERVED_SURFACE,2664,0,REJECTED,,rejected_by_CR252,REJECT_NEGATIVE_OBSERVED_SURFACE,CR252 filtering,closure_status=REJECT_NEGATIVE_OBSERVED_SURFACE
QP093A-0134,bound_composite_rows,three_owner_color_closure,1+3+9,3,negative,2,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,3276,3321.940495997299382716049382716049382716049382716049382716049382716049382716049382716049382716049384,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0135,bound_composite_rows,three_owner_color_closure,1+3+12,3,negative,2,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,5544,5621.745454764660493827160493827160493827160493827160493827160493827160493827160493827160493827160495,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0136,bound_composite_rows,three_owner_color_closure,1+4+4,0,negative,2,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,1188,1706.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0137,bound_composite_rows,three_owner_color_closure,1+4+6,3,negative,3,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,1908,1948.102240668402777777777777777777777777777777777777777777777777777777777777777777777777777777777777,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0138,bound_composite_rows,three_owner_color_closure,1+4+8,3,negative,1,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,2916,2936.497802734374999999999999999999999999999999999999999999999999999999999999999999999999999999999999,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0139,bound_composite_rows,three_owner_color_closure,1+4+9,3,negative,3,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,3528,3602.151312934027777777777777777777777777777777777777777777777777777777777777777777777777777777777776,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0140,bound_composite_rows,three_owner_color_closure,1+4+12,3,negative,3,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,5796,5917.820014105902777777777777777777777777777777777777777777777777777777777777777777777777777777777776,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0141,bound_composite_rows,three_owner_color_closure,1+6+6,3,negative,5,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,2628,2720.004035855516975308641975308641975308641975308641975308641975308641975308641975308641975308641975,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0142,bound_composite_rows,three_owner_color_closure,1+6+8,0,negative,3,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,3636,5567.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0143,bound_composite_rows,three_owner_color_closure,1+6+9,3,negative,5,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,4248,4396.718852478780864197530864197530864197530864197530864197530864197530864197530864197530864197530863,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0144,bound_composite_rows,three_owner_color_closure,1+6+12,3,negative,5,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,6516,6744.119595751350308641975308641975308641975308641975308641975308641975308641975308641975308641975307,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0145,bound_composite_rows,three_owner_color_closure,1+8+8,3,negative,5,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,4644,4806.582474320023148148148148148148148148148148148148148148148148148148148148148148148148148148148147,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0146,bound_composite_rows,three_owner_color_closure,1+8+9,0,negative,7,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,5256,10104.41666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0147,bound_composite_rows,three_owner_color_closure,1+8+12,0,negative,7,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,7524,14464.54166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0148,bound_composite_rows,three_owner_color_closure,1+9+9,3,negative,8,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,5868,6196.613691165123456790123456790123456790123456790123456790123456790123456790123456790123456790123459,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0149,bound_composite_rows,three_owner_color_closure,1+9+12,3,negative,8,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,8136,8591.623890817901234567901234567901234567901234567901234567901234567901234567901234567901234567901238,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0150,bound_composite_rows,three_owner_color_closure,1+12+12,3,negative,11,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,10404,11205.09574230806327160493827160493827160493827160493827160493827160493827160493827160493827160493828,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0151,bound_composite_rows,three_owner_color_closure,2+2+2,0,positive,2,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,432,255.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0152,bound_composite_rows,three_owner_color_closure,2+2+3,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,612,611.6236979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0153,bound_composite_rows,three_owner_color_closure,2+2+4,3,positive,1,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,864,869.9265769675925925925925925925925925925925925925925925925925925925925925925925925925925925925925922,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0154,bound_composite_rows,three_owner_color_closure,2+2+6,3,neutral,0,OCTET_COMPOSITE,CLOSED_THREE_OWNER_WRITE,1584,1583.026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
QP093A-0155,bound_composite_rows,three_owner_color_closure,2+2+8,0,positive,2,GROUND_BARYON_3BODY,CLOSED_THREE_OWNER_WRITE,2592,1533.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,COMPOSITE_UNANCHORED,,three_owner_color_closure,bound_composite_rows,pending downstream hadron CR,route_class suggests baryon/meson/resonance family
