element_closure_id,Z,N,A,proton_count,neutron_count_primary,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,native_element_capacity,radix_cycle,radix_slot,shell_period,shell_n,shell_capacity,shell_occupancy,shell_status,selected_depth_index,residual_twelfths,primary_ladder_role,constant_native_lane,constant_surface_status,kappa_floor_fraction,kappa_eff_fraction,neutron_excess_N_minus_Z,G_fraction,G_decimal,GR_fraction,GR_decimal,retained_7G_fraction,retained_7G_decimal,known_symbol,known_name,reference_clock,card_source,construction_source
CR222-EZ049,49,65,114,49,65,49,163,163,179,49,49p+65n+49e,163u+179d+49e,126,5,1,4,4,32,21,OPEN_SHELL,4,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,348925/37632,16,348925/768,454.3294270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,348925/96,3634.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2442475/768,3180.305989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ050,50,66,116,50,66,50,166,166,182,50,50p+66n+50e,166u+182d+50e,126,5,2,4,4,32,22,OPEN_SHELL,4,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,178021/19200,16,178021/384,463.5963541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,178021/48,3708.770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1246147/384,3245.174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ051,51,68,119,51,68,51,170,170,187,51,51p+68n+51e,170u+187d+51e,126,5,3,4,4,32,23,OPEN_SHELL,4,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7121/768,17,121057/256,472.87890625,121057/32,3783.03125,847399/256,3310.15234375,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ052,52,69,121,52,69,52,173,173,190,52,52p+69n+52e,173u+190d+52e,126,5,4,4,4,32,24,OPEN_SHELL,4,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,23143/2496,17,23143/48,482.1458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,23143/6,3857.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,162001/48,3375.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ053,53,70,123,53,70,53,176,176,193,53,53p+70n+53e,176u+193d+53e,126,5,5,4,4,32,25,OPEN_SHELL,4,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,377405/40704,17,377405/768,491.4127604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,377405/96,3931.302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2641835/768,3439.889322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ054,54,72,126,54,72,54,180,180,198,54,54p+72n+54e,180u+198d+54e,126,5,6,4,4,32,26,OPEN_SHELL,4,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7121/768,18,64089/128,500.6953125,64089/16,4005.5625,448623/128,3504.8671875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ055,55,73,128,55,73,55,183,183,201,55,55p+73n+55e,183u+201d+55e,126,5,7,4,4,32,27,OPEN_SHELL,4,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,391651/42240,18,391651/768,509.9622395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,391651/96,4079.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2741557/768,3569.735677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ056,56,74,130,56,74,56,186,186,204,56,56p+74n+56e,186u+204d+56e,126,5,8,4,4,32,28,OPEN_SHELL,4,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,24923/2688,18,24923/48,519.2291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,24923/6,4153.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,174461/48,3634.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ057,57,76,133,57,76,57,190,190,209,57,57p+76n+57e,190u+209d+57e,126,5,9,4,4,32,29,OPEN_SHELL,4,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7121/768,19,135299/256,528.51171875,135299/32,4228.09375,947093/256,3699.58203125,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ058,58,77,135,58,77,58,193,193,212,58,58p+77n+58e,193u+212d+58e,126,5,10,4,4,32,30,OPEN_SHELL,4,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,206507/22272,19,206507/384,537.7786458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,206507/48,4302.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1445549/384,3764.450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ059,59,78,137,59,78,59,196,196,215,59,59p+78n+59e,196u+215d+59e,126,5,11,4,4,32,31,OPEN_SHELL,4,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,420131/45312,19,420131/768,547.0455729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,420131/96,4376.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2940917/768,3829.319010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ060,60,80,140,60,80,60,200,200,220,60,60p+80n+60e,200u+220d+60e,126,5,12,4,4,32,32,CLOSED_SHELL,4,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7121/768,20,35605/64,556.328125,35605/8,4450.625,249235/64,3894.296875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ061,61,86,147,61,86,61,208,208,233,61,61p+86n+61e,208u+233d+61e,126,6,1,5,4,32,1,OPEN_SHELL,5,5,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,434437/46848,25,434437/768,565.6731770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,434437/96,4525.385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3041059/768,3959.712239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ062,62,87,149,62,87,62,211,211,236,62,62p+87n+62e,211u+236d+62e,126,6,2,5,4,32,2,OPEN_SHELL,5,10,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,220777/23808,25,220777/384,574.9401041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,220777/48,4599.520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1545439/384,4024.580729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ063,63,89,152,63,89,63,215,215,241,63,63p+89n+63e,215u+241d+63e,126,6,3,5,4,32,3,OPEN_SHELL,5,3,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,149561/16128,26,149561/256,584.22265625,149561/32,4673.78125,1046927/256,4089.55859375,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ064,64,90,154,64,90,64,218,218,244,64,64p+90n+64e,218u+244d+64e,126,6,4,5,4,32,4,OPEN_SHELL,5,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,56975/6144,26,56975/96,593.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,56975/12,4747.916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,398825/96,4154.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ065,65,92,157,65,92,65,222,222,249,65,65p+92n+65e,222u+249d+65e,126,6,5,5,4,32,5,OPEN_SHELL,5,1,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,462929/49920,27,462929/768,602.7721354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,462929/96,4822.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3240503/768,4219.404947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ066,66,93,159,66,93,66,225,225,252,66,66p+93n+66e,225u+252d+66e,126,6,6,5,4,32,6,OPEN_SHELL,5,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,78341/8448,27,78341/128,612.0390625,78341/16,4896.3125,548387/128,4284.2734375,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ067,67,94,161,67,94,67,228,228,255,67,67p+94n+67e,228u+255d+67e,126,6,7,5,4,32,7,OPEN_SHELL,5,11,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,477163/51456,27,477163/768,621.3059895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,477163/96,4970.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3340141/768,4349.141927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ068,68,96,164,68,96,68,232,232,260,68,68p+96n+68e,232u+260d+68e,126,6,8,5,4,32,8,OPEN_SHELL,5,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,121073/13056,28,121073/192,630.5885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,121073/24,5044.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,847511/192,4414.119791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ069,69,97,166,69,97,69,235,235,263,69,69p+97n+69e,235u+263d+69e,126,6,9,5,4,32,9,OPEN_SHELL,5,9,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,54601/5888,28,163803/256,639.85546875,163803/32,5118.84375,1146621/256,4478.98828125,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ070,70,99,169,70,99,70,239,239,268,70,70p+99n+70e,239u+268d+70e,126,6,10,5,4,32,10,OPEN_SHELL,5,2,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,249269/26880,29,249269/384,649.1380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,249269/48,5193.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1744883/384,4543.966145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ071,71,100,171,71,100,71,242,242,271,71,71p+100n+71e,242u+271d+71e,126,6,11,5,4,32,11,OPEN_SHELL,5,7,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,505655/54528,29,505655/768,658.4049479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,505655/96,5267.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3539585/768,4608.834635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ072,72,102,174,72,102,72,246,246,276,72,72p+102n+72e,246u+276d+72e,126,6,12,5,4,32,12,OPEN_SHELL,5,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,1187/128,30,10683/16,667.6875,10683/2,5341.5,74781/16,4673.8125,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ073,73,109,182,73,109,73,255,255,291,73,73p+109n+73e,255u+291d+73e,126,7,1,5,4,32,13,OPEN_SHELL,6,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,519973/56064,36,519973/768,677.0481770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,519973/96,5416.385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3639811/768,4739.337239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ074,74,111,185,74,111,74,259,259,296,74,74p+111n+74e,259u+296d+74e,126,7,2,5,4,32,14,OPEN_SHELL,6,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7123/768,37,263551/384,686.3307291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,263551/48,5490.645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1844857/384,4804.315104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ075,75,112,187,75,112,75,262,262,299,75,75p+112n+75e,262u+299d+75e,126,7,3,5,4,32,15,OPEN_SHELL,6,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,178073/19200,37,178073/256,695.59765625,178073/32,5564.78125,1246511/256,4869.18359375,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ076,76,114,190,76,114,76,266,266,304,76,76p+114n+76e,266u+304d+76e,126,7,4,5,4,32,16,OPEN_SHELL,6,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7123/768,38,135337/192,704.8802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,135337/24,5639.041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,947359/192,4934.161458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ077,77,115,192,77,115,77,269,269,307,77,77p+115n+77e,269u+307d+77e,126,7,5,5,4,32,17,OPEN_SHELL,6,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,548465/59136,38,548465/768,714.1471354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,548465/96,5713.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3839255/768,4999.029947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ078,78,117,195,78,117,78,273,273,312,78,78p+117n+78e,273u+312d+78e,126,7,6,5,4,32,18,OPEN_SHELL,6,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7123/768,39,92599/128,723.4296875,92599/16,5787.4375,648193/128,5064.0078125,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ079,79,118,197,79,118,79,276,276,315,79,79p+118n+79e,276u+315d+79e,126,7,7,5,4,32,19,OPEN_SHELL,6,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,562711/60672,39,562711/768,732.6966145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,562711/96,5861.572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3938977/768,5128.876302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ080,80,120,200,80,120,80,280,280,320,80,80p+120n+80e,280u+320d+80e,126,7,8,5,4,32,20,OPEN_SHELL,6,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7123/768,40,35615/48,741.9791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,35615/6,5935.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,249305/48,5193.854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ081,81,121,202,81,121,81,283,283,323,81,81p+121n+81e,283u+323d+81e,126,7,9,5,4,32,21,OPEN_SHELL,6,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,192319/20736,40,192319/256,751.24609375,192319/32,6009.96875,1346233/256,5258.72265625,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ082,82,123,205,82,123,82,287,287,328,82,82p+123n+82e,287u+328d+82e,126,7,10,5,4,32,22,OPEN_SHELL,6,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7123/768,41,292043/384,760.5286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,292043/48,6084.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2044301/384,5323.700520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ083,83,124,207,83,124,83,290,290,331,83,83p+124n+83e,290u+331d+83e,126,7,11,5,4,32,23,OPEN_SHELL,6,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,591203/63744,41,591203/768,769.7955729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,591203/96,6158.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4138421/768,5388.569010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ084,84,126,210,84,126,84,294,294,336,84,84p+126n+84e,294u+336d+84e,126,7,12,5,4,32,24,OPEN_SHELL,6,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,7123/768,42,49861/64,779.078125,49861/8,6232.625,349027/64,5453.546875,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ085,85,134,219,85,134,85,304,304,353,85,85p+134n+85e,304u+353d+85e,126,8,1,5,4,32,25,OPEN_SHELL,7,7,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,605533/65280,49,605533/768,788.4544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,605533/96,6307.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4238731/768,5519.180989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ086,86,136,222,86,136,86,308,308,358,86,86p+136n+86e,308u+358d+86e,126,8,2,5,4,32,26,OPEN_SHELL,7,2,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,306331/33024,50,306331/384,797.7369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,306331/48,6381.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2144317/384,5584.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ087,87,137,224,87,137,87,311,311,361,87,87p+137n+87e,311u+361d+87e,126,8,3,5,4,32,27,OPEN_SHELL,7,9,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,206593/22272,50,206593/256,807.00390625,206593/32,6456.03125,1446151/256,5649.02734375,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ088,88,139,227,88,139,88,315,315,366,88,88p+139n+88e,315u+366d+88e,126,8,4,5,4,32,28,OPEN_SHELL,7,4,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,156727/16896,51,156727/192,816.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,156727/24,6530.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1097089/192,5714.005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ089,89,140,229,89,140,89,318,318,369,89,89p+140n+89e,318u+369d+89e,126,8,5,5,4,32,29,OPEN_SHELL,7,11,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,634025/68352,51,634025/768,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,634025/96,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4438175/768,5778.873697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ090,90,142,232,90,142,90,322,322,374,90,90p+142n+90e,322u+374d+90e,126,8,6,5,4,32,30,OPEN_SHELL,7,6,FLOOR_PRIMARY,CONSTANT_HALF_WRITE_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,106859/11520,52,106859/128,834.8359375,106859/16,6678.6875,748013/128,5843.8515625,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ091,91,144,235,91,144,91,326,326,379,91,91p+144n+91e,326u+379d+91e,126,8,7,5,4,32,31,OPEN_SHELL,7,1,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,648283/69888,53,648283/768,844.1184895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,648283/96,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4537981/768,5908.829427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ092,92,145,237,92,145,92,329,329,382,92,92p+145n+92e,329u+382d+92e,126,8,8,5,4,32,32,CLOSED_SHELL,7,8,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,81925/8832,53,81925/96,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,81925/12,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,573475/96,5973.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ093,93,147,240,93,147,93,333,333,387,93,93p+147n+93e,333u+387d+93e,126,8,9,6,3,18,1,OPEN_SHELL,7,3,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,220843/23808,54,220843/256,862.66796875,220843/32,6901.34375,1545901/256,6038.67578125,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ094,94,148,242,94,148,94,336,336,390,94,94p+148n+94e,336u+390d+94e,126,8,10,6,3,18,2,OPEN_SHELL,7,10,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,334823/36096,54,334823/384,871.9348958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,334823/48,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2343761/384,6103.544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ095,95,150,245,95,150,95,340,340,395,95,95p+150n+95e,340u+395d+95e,126,8,11,6,3,18,3,OPEN_SHELL,7,5,FLOOR_PRIMARY,CONSTANT_BOUND_LADDER_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,135355/14592,55,676775/768,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,676775/96,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4737425/768,6168.522135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-EZ096,96,152,248,96,152,96,344,344,400,96,96p+152n+96e,344u+400d+96e,126,8,12,6,3,18,4,OPEN_SHELL,7,0,FLOOR_PRIMARY,CONSTANT_STABLE_ANCHOR_LANE,CONSTANT_NATIVE_SURFACE_Z001_Z118,7117/768,1781/192,56,1781/2,890.5,7124,7124,12467/2,6233.5,,,,,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
